word,class,count,mean_attribution,std_attribution,median_attribution,total_attribution
believe,human,8,3.1918826e-05,0.00082587503,-0.00020847848,0.0002553506
did,human,49,-0.000638038,0.0010359761,-0.0005992625,-0.03126386
hardly,human,9,-0.00035863637,0.0006965852,-0.00028108634,-0.0032277275
where,human,28,0.0008387641,0.0012192957,0.00079049123,0.023485396
thing,human,34,-0.00020580362,0.0008881565,-0.00015969228,-0.006997323
wood,human,29,5.107576e-05,0.0018822189,0.00016134523,0.0014811971
house,human,46,0.0017564201,0.0018114286,0.0016229327,0.080795325
rather,human,19,-0.00072438904,0.0008168496,-0.0007076055,-0.013763391
yet,human,21,-5.6795514e-05,0.0011209543,-0.00047735486,-0.0011927058
sort,human,9,0.00038534027,0.0008376283,0.00044510872,0.0034680625
seeing,human,6,0.0006848565,0.00048017505,0.0007795839,0.004109139
pleasantly,human,3,0.0008653568,0.001677456,1.074234e-05,0.0025960705
talk,human,8,0.00030223993,0.00062176137,0.00044238236,0.0024179195
comfortable,human,7,5.2680196e-05,0.0007925465,-6.669081e-05,0.00036876136
drawing,human,6,-7.9615465e-06,0.0009768183,0.00019832086,-4.776928e-05
dinner,human,11,0.0004389384,0.0016657453,-0.0003217965,0.0048283227
particularly,human,9,-0.0010672254,0.0014000002,-0.0004200202,-0.009605029
evident,human,4,0.0013447651,0.0010596451,0.0014842957,0.0053790603
gentlemen,human,7,-0.00017575746,0.0007202763,-0.0002799644,-0.0012303023
discourse,human,5,-0.00011147922,0.0013944872,-0.0005552249,-0.0005573961
variety,human,3,-6.509533e-05,0.000247506,-2.6739493e-05,-0.00019528599
inc,human,10,-0.0006272928,0.000760584,-0.0007407067,-0.006272928
ing,human,48,-2.7979442e-05,0.0009561772,-8.3682244e-07,-0.0013430133
land,human,5,-0.00026052218,0.0022231673,0.00028779753,-0.0013026108
horses,human,4,0.0032881196,0.0033645483,0.0030241993,0.013152478
over,human,43,0.0005208112,0.0008049385,0.00061056705,0.02239488
one,human,89,0.00026447556,0.00094335614,0.0002986556,0.023538325
engaged,human,4,-0.00010180997,0.00080052647,3.0040625e-05,-0.0004072399
till,human,21,-0.0015786209,0.002616601,-0.00076383434,-0.033151038
middleton,human,6,0.00055922946,0.0025543931,-3.1533127e-05,0.0033553767
second,human,8,-0.00034677135,0.0020169304,0.00040392167,-0.0027741708
son,human,10,0.000522508,0.0013140088,0.00061467616,0.00522508
william,human,3,0.0025120485,0.0014041031,0.002446577,0.0075361454
nearly,human,9,-0.00013959092,0.00066494336,0.0001365605,-0.0012563183
same,human,26,5.7103283e-05,0.00064710254,8.938776e-05,0.0014846853
